PC1,PC2,quality,type
-3.1245317838217925,1.3302922465643574,5,Red
-2.45571760061817,2.372967782885085,5,Red
-2.184391486632214,1.9371913759991264,5,Red
2.4645276999330425,2.041895782674085,6,Red
-3.0247958840949942,1.214602321382936,5,Red
-1.7146119315372164,0.8762526968937749,5,Red
-2.597054057754401,0.6620383321636033,7,Red
-2.12206539951675,1.170661727029148,7,Red
-0.6682178489179718,1.6521173405341711,5,Red
-1.8379894834193284,0.6229387239487636,5,Red
-3.623902667356377,0.02736767658886184,5,Red
-1.0975428513251142,5.256071399702634,5,Red
-0.6772076230895304,3.0790388275891014,5,Red
-0.690949021940665,3.2780093658154805,5,Red
1.1801398430305745,1.3588633308664873,7,Red
-0.30493894486269035,4.102150749319283,5,Red
-2.0087335135460447,0.8696661866215858,4,Red
1.5546192360197282,2.653616171810412,6,Red
0.9252387017663085,0.7023505271043877,6,Red
-1.0727597037188976,0.9543992090836783,5,Red
-0.39312372611293195,2.1483054415535983,5,Red
-0.6492754406757593,1.1032968013203417,5,Red
-1.6733077180540623,0.4979407910763208,6,Red
-1.3500914014917242,-0.00569478438686586,5,Red
-0.5425608548375302,0.7491408581930444,5,Red
-3.081134667642312,1.177512091380318,5,Red
-2.4630280414460444,1.3743688173683386,6,Red
-2.4089068631607593,0.7368293959700429,5,Red
-3.104398472998834,0.8662460741373713,6,Red
-1.1444397847415952,1.9210407447626432,5,Red
-2.2776776276428534,0.7164840902837658,6,Red
-1.2036364418477645,-0.68373703391615,5,Red
-2.506026028776128,1.260370840234966,6,Red
-1.9519808117127062,1.1645845780306623,6,Red
-0.06496847195951169,1.4031741237718942,7,Red
-4.197788190780179,1.4536446403577,4,Red
-0.536875856382771,1.5289494498491079,5,Red
-0.3674868876610969,1.6263980438138788,4,Red
-0.8740278287658354,1.9166368550656836,6,Red
-1.4928325326737315,3.90007720169853,5,Red
-3.000158602823577,0.8010138893797184,5,Red
-4.3069977241460755,-1.0280420674293378,4,Red
-0.9579190850623034,2.988239479810134,5,Red
1.3345408453192016,0.9834593211172317,5,Red
-1.0472362599208607,0.11823719954145737,5,Red
-0.3697537483731318,-0.37117816114339136,5,Red
-0.36834083601724,2.642384521827481,5,Red
-2.3528061595769714,0.7153331829117335,6,Red
-2.272093058717896,0.6945049698533932,6,Red
0.5941901929667254,1.061281495332699,5,Red
-0.8410547418201753,1.0054548283331297,6,Red
-2.0752066433191536,1.092004626781264,5,Red
2.313936580271038,2.2065234769548923,5,Red
-1.626946277510896,1.9972563209630438,5,Red
-1.7470701493523224,1.2651706543958092,5,Red
-0.701291208845097,0.43149691210628144,6,Red
-0.10033670363960225,1.6118747033386362,5,Red
0.05139623288664493,2.2039032107023075,5,Red
-1.5453797643608567,1.1180990421517123,7,Red
-2.7048757555604936,1.2163094298916917,5,Red
-2.6795105759406868,0.3822024233847583,5,Red
-1.8862183841989224,0.9294160952290667,5,Red
-2.8723789462585456,0.8349311963334949,5,Red
1.36903311563715,1.9576987125861895,5,Red
-2.397228050730342,2.9139803156850412,6,Red
-1.8643516026795974,1.1739629901019901,6,Red
-1.3017057930316125,1.12406664225908,5,Red
-1.3589690850442235,1.175930420238285,5,Red
-1.0051045631317408,1.6725437626477113,4,Red
1.3868361192674645,2.4474377910596563,5,Red
0.4682333066527174,1.5974024481350513,5,Red
-3.586232748178031,1.023552814101943,6,Red
-2.480335269610818,0.9032959449155774,5,Red
-0.8534489832803107,3.7737041621306298,4,Red
-1.595607988899044,0.16953041009375994,5,Red
1.6514020043436999,3.7587274858560584,5,Red
-0.09264717484695019,1.0293735493694873,5,Red
-0.9886101257679656,3.495670284885101,5,Red
-0.2616294477324323,0.5536129643486745,6,Red
-1.9382703460150943,0.7041618218998108,5,Red
0.31393577078106466,6.573563882118276,6,Red
-1.0437545949280487,1.2266803174185543,5,Red
1.0130780793350704,3.9639155818653173,5,Red
-2.548524146727986,0.9056647465906168,5,Red
-0.45921340554535633,1.0119736007098634,5,Red
0.34884037665638085,6.712373189396759,5,Red
-5.226265742764947,0.7035616479627798,4,Red
-4.227447701512876,-0.5585515229104979,6,Red
-3.320018627076174,1.0221603551953318,5,Red
-0.7732067634429572,0.9457777056702014,5,Red
-2.9172186446447617,1.9328931259509867,5,Red
-1.051550427437427,1.4374015109694407,6,Red
-1.0738217303637996,1.6390046275241572,6,Red
-0.5999734804006276,0.8484394905776139,6,Red
-0.8978273203175264,1.1941738581873922,5,Red
-0.9673571827676999,0.40009166025284315,5,Red
1.784133532026276,3.8185860343281064,5,Red
-1.854983596585995,1.615576771932851,5,Red
0.5805144013552673,1.6339062992375881,6,Red
0.05196336329967623,2.5970449398169406,5,Red
-0.9061961956638672,2.5502621283805733,5,Red
-1.0890339801667348,1.849043054582988,5,Red
-0.9966981889583776,1.7955981554131781,5,Red
1.006674769666238,1.9656291757764306,6,Red
0.9051905317448637,1.506732127810633,6,Red
-0.9389094710749392,1.46339727380158,6,Red
-1.6478812888684684,0.9068290564658888,6,Red
-1.266631496950755,1.3800866306335318,6,Red
-2.246511948970631,1.0873530263353013,6,Red
-2.9375033307144736,2.474288050757533,5,Red
-3.040168204860333,1.1499151170228885,5,Red
-2.7440225211698754,1.487298197655904,5,Red
-1.352747343675402,0.6626453550448627,5,Red
-1.180507334621534,2.331038430303624,5,Red
-4.609544558810043,2.970898656146261,5,Red
-4.665785127763013,2.88828847961589,5,Red
-1.9112390331870261,2.526627835774278,7,Red
-1.7083422547161757,-0.09757297453997298,5,Red
0.19852094833141548,2.3236959610353543,5,Red
-3.335497792764263,-0.41024268596228475,5,Red
-2.4296802292703648,0.3768361496888115,6,Red
-2.637234855764442,2.386095519007157,6,Red
-1.5134629338460284,2.880495877324063,5,Red
-1.4082195082804636,2.5976860229598033,5,Red
-0.8542257155166354,0.9144878243924699,5,Red
-1.2323446046016198,1.0670808668530198,5,Red
-1.1972721054058721,1.0654997456624156,5,Red
-3.714534596276362,-0.6556614448340511,6,Red
-1.703407637782092,0.0176848180032158,5,Red
0.6308702241020021,1.982511383671158,5,Red
-3.515075798155505,0.29041066939540006,5,Red
-0.13940117921383977,1.8102283237172017,5,Red
-2.0369696632759284,0.4529942358021438,6,Red
-0.45235281286239576,1.01234766162819,6,Red
0.3665361618553728,0.10957551362283079,6,Red
4.120025719938353,7.50672266373391,4,Red
-2.1886100728945106,0.8670579485552786,5,Red
-0.5521433569251658,0.9959715265505196,5,Red
-0.5479160087250965,0.9573736558275447,5,Red
-3.015149691912047,0.9179520467586411,5,Red
-2.5428319306747817,0.9165704851354869,6,Red
-2.4926769403578124,2.0714953029208942,5,Red
-1.9560568308409765,3.362996685302905,4,Red
-1.8286090420338588,0.8984300546560936,6,Red
-1.2504217333949534,0.8631482908249484,5,Red
-1.2508831764205455,0.7886323825315921,5,Red
0.281881173020161,1.6837873442419766,5,Red
-2.130430622442325,0.5970018343717906,5,Red
-2.1032050429054427,0.607605654701104,4,Red
-2.7117623239515485,0.6539960870831958,6,Red
-0.7442133758059832,5.372276308368579,5,Red
-2.692756782307412,1.2509045263596303,4,Red
-0.7913588155589555,1.0642603612366246,6,Red
-2.5087906248236487,0.7543522278517265,6,Red
-0.7959830255270827,0.0571241003275979,5,Red
-2.11991849199457,1.346715324517966,5,Red
-1.189626616412483,1.0393689272976694,6,Red
-3.3929403131076987,1.4096299652244564,5,Red
-0.8455212586718824,1.816480883151711,5,Red
0.7402177463873131,3.701948386012251,5,Red
-2.897653165540489,1.187829263758753,5,Red
-2.311695075137902,0.9849853580425977,5,Red
-2.2494116282904417,0.9695522333796448,6,Red
1.5236295616386424,0.925851959006864,5,Red
0.29757527640776976,0.6166527030256629,5,Red
-2.2010291036084437,1.1805289580009977,5,Red
-0.011080416880081734,1.018783589216622,5,Red
-0.028614283293339933,0.9854610445003655,5,Red
0.020351393824549868,1.4579080873737207,5,Red
-1.7502430779218356,0.1965291040869908,6,Red
-1.812340439532888,1.0450830111019929,5,Red
-1.0123682533770548,0.9492326597961009,5,Red
-0.4268979478707678,1.2214158607955252,5,Red
-1.4549542839159588,1.0285938993557597,5,Red
2.6558568581056825,3.6956857371194203,6,Red
-4.146611295462786,1.3027399487770361,7,Red
-4.016547503885217,1.382617309446779,4,Red
1.2387691431559826,2.2312477711511116,7,Red
1.5471225308117604,2.98376424570296,5,Red
-1.887338867932972,1.3721013333798522,5,Red
-0.4308902577009474,0.4638456144480112,5,Red
-0.4175837394877586,0.5357660298872424,6,Red
3.313609877705583,3.4619644304213812,7,Red
-0.5929095201496358,1.141113017091113,5,Red
-0.21496555963372346,1.2626072800875472,5,Red
1.7600649989927313,3.068697535838295,7,Red
0.8876486469238899,2.717526316778195,6,Red
-1.4848188887797553,1.6447688047107567,6,Red
2.273024637313055,3.0030536144641444,6,Red
-0.7374165452848426,0.7681637684301993,5,Red
-1.9074042747320568,2.110910408400982,6,Red
-0.16619713429225322,1.2964559446380233,5,Red
-0.7163469009164316,1.458735482209696,5,Red
-1.5291350223329594,1.812086040532511,5,Red
-1.35466564738721,0.7000986805578391,5,Red
-0.48313949259028527,1.2687581716256044,5,Red
0.029533557039487943,0.7231735264255578,6,Red
-0.338107712167181,0.9346892213479622,5,Red
-2.5890028609695372,0.9355753670895597,5,Red
-0.8619086386675,1.8346732143144873,6,Red
-0.5336299343651456,1.5774518013012977,4,Red
-0.8871787812659961,0.6464552143085369,6,Red
0.8534823690964233,5.875897626595799,6,Red
-2.0520597004299046,2.645206855988187,5,Red
-1.6221756521236235,0.15437909647107861,5,Red
-3.238720407448498,-0.57636458157865,7,Red
-1.4371346943060086,0.43512844962274355,6,Red
-0.6461921933807483,1.4416391957177153,6,Red
-2.596097046568307,2.6081380256073117,6,Red
